heterozygotes_survival_rate,resistance_rate,drop_ratio,drive_efficiency,low_density_growth_rate,density_growth_curve,suppression_rate,type
0.350,0.5,0.45,0.5,6.0,linear,1.00,haplolethal
0.350,0.5,0.5,0.5,6.0,linear,1.00,haplolethal
0.350,0.5,0.55,0.5,6.0,linear,1.00,haplolethal
0.350,0.5,0.6,0.5,6.0,linear,1.00,haplolethal
0.350,0.5,0.65,0.5,6.0,linear,1.00,haplolethal
0.350,0.5,0.7,0.5,6.0,linear,1.00,haplolethal
0.350,0.5,0.75,0.5,6.0,linear,1.00,haplolethal
0.350,0.5,0.8,0.5,6.0,linear,1.00,haplolethal
0.350,0.5,0.85,0.5,6.0,linear,1.00,haplolethal
0.350,0.5,0.9,0.5,6.0,linear,1.00,haplolethal
0.350,0.5,0.95,0.5,6.0,linear,1.00,haplolethal
0.350,0.5,1.0,0.5,6.0,linear,1.00,haplolethal
0.375,0.5,0.0,0.5,6.0,linear,0,haplolethal
0.375,0.5,0.05,0.5,6.0,linear,1.00,haplolethal
0.375,0.5,0.1,0.5,6.0,linear,1.00,haplolethal
0.375,0.5,0.15,0.5,6.0,linear,1.00,haplolethal
0.375,0.5,0.2,0.5,6.0,linear,1.00,haplolethal
0.375,0.5,0.25,0.5,6.0,linear,1.00,haplolethal
0.375,0.5,0.3,0.5,6.0,linear,1.00,haplolethal
0.375,0.5,0.35,0.5,6.0,linear,1.00,haplolethal
0.375,0.5,0.4,0.5,6.0,linear,1.00,haplolethal
0.375,0.5,0.45,0.5,6.0,linear,1.00,haplolethal
0.375,0.5,0.5,0.5,6.0,linear,1.00,haplolethal
0.375,0.5,0.55,0.5,6.0,linear,1.00,haplolethal
0.375,0.5,0.6,0.5,6.0,linear,1.00,haplolethal
0.375,0.5,0.65,0.5,6.0,linear,1.00,haplolethal
0.375,0.5,0.7,0.5,6.0,linear,1.00,haplolethal
0.375,0.5,0.75,0.5,6.0,linear,1.00,haplolethal
0.375,0.5,0.8,0.5,6.0,linear,1.00,haplolethal
0.375,0.5,0.85,0.5,6.0,linear,1.00,haplolethal
0.375,0.5,0.9,0.5,6.0,linear,1.00,haplolethal
0.375,0.5,0.95,0.5,6.0,linear,1.00,haplolethal
0.375,0.5,1.0,0.5,6.0,linear,1.00,haplolethal
0.400,0.5,0.0,0.5,6.0,linear,0,haplolethal
0.400,0.5,0.05,0.5,6.0,linear,1.00,haplolethal
0.400,0.5,0.1,0.5,6.0,linear,1.00,haplolethal
0.400,0.5,0.15,0.5,6.0,linear,1.00,haplolethal
0.400,0.5,0.2,0.5,6.0,linear,1.00,haplolethal
0.400,0.5,0.25,0.5,6.0,linear,1.00,haplolethal
0.400,0.5,0.3,0.5,6.0,linear,1.00,haplolethal
0.400,0.5,0.35,0.5,6.0,linear,1.00,haplolethal
0.400,0.5,0.4,0.5,6.0,linear,1.00,haplolethal
0.400,0.5,0.45,0.5,6.0,linear,1.00,haplolethal
0.400,0.5,0.5,0.5,6.0,linear,1.00,haplolethal
0.400,0.5,0.55,0.5,6.0,linear,1.00,haplolethal
0.400,0.5,0.6,0.5,6.0,linear,1.00,haplolethal
0.400,0.5,0.65,0.5,6.0,linear,1.00,haplolethal
0.400,0.5,0.7,0.5,6.0,linear,1.00,haplolethal
0.400,0.5,0.75,0.5,6.0,linear,1.00,haplolethal
0.400,0.5,0.8,0.5,6.0,linear,1.00,haplolethal
0.400,0.5,0.85,0.5,6.0,linear,1.00,haplolethal
0.400,0.5,0.9,0.5,6.0,linear,1.00,haplolethal
0.400,0.5,0.95,0.5,6.0,linear,1.00,haplolethal
0.400,0.5,1.0,0.5,6.0,linear,1.00,haplolethal
0.425,0.5,0.0,0.5,6.0,linear,0,haplolethal
0.425,0.5,0.05,0.5,6.0,linear,1.00,haplolethal
0.425,0.5,0.1,0.5,6.0,linear,1.00,haplolethal
0.425,0.5,0.15,0.5,6.0,linear,1.00,haplolethal
0.425,0.5,0.2,0.5,6.0,linear,1.00,haplolethal
0.425,0.5,0.25,0.5,6.0,linear,1.00,haplolethal
0.425,0.5,0.3,0.5,6.0,linear,1.00,haplolethal
0.425,0.5,0.35,0.5,6.0,linear,1.00,haplolethal
0.425,0.5,0.4,0.5,6.0,linear,1.00,haplolethal
0.425,0.5,0.45,0.5,6.0,linear,1.00,haplolethal
0.425,0.5,0.5,0.5,6.0,linear,1.00,haplolethal
0.425,0.5,0.55,0.5,6.0,linear,1.00,haplolethal
0.425,0.5,0.6,0.5,6.0,linear,1.00,haplolethal
0.425,0.5,0.65,0.5,6.0,linear,1.00,haplolethal
0.425,0.5,0.7,0.5,6.0,linear,1.00,haplolethal
0.425,0.5,0.75,0.5,6.0,linear,1.00,haplolethal
0.425,0.5,0.8,0.5,6.0,linear,1.00,haplolethal
0.425,0.5,0.85,0.5,6.0,linear,1.00,haplolethal
0.425,0.5,0.9,0.5,6.0,linear,1.00,haplolethal
0.425,0.5,0.95,0.5,6.0,linear,1.00,haplolethal
0.425,0.5,1.0,0.5,6.0,linear,1.00,haplolethal
0.450,0.5,0.0,0.5,6.0,linear,0,haplolethal
0.450,0.5,0.05,0.5,6.0,linear,1.00,haplolethal
0.450,0.5,0.1,0.5,6.0,linear,1.00,haplolethal
0.450,0.5,0.15,0.5,6.0,linear,1.00,haplolethal
0.450,0.5,0.2,0.5,6.0,linear,1.00,haplolethal
0.450,0.5,0.25,0.5,6.0,linear,1.00,haplolethal
0.450,0.5,0.3,0.5,6.0,linear,1.00,haplolethal
0.450,0.5,0.35,0.5,6.0,linear,1.00,haplolethal
0.450,0.5,0.4,0.5,6.0,linear,1.00,haplolethal
0.450,0.5,0.45,0.5,6.0,linear,1.00,haplolethal
0.450,0.5,0.5,0.5,6.0,linear,1.00,haplolethal
0.450,0.5,0.55,0.5,6.0,linear,1.00,haplolethal
0.450,0.5,0.6,0.5,6.0,linear,1.00,haplolethal
0.450,0.5,0.65,0.5,6.0,linear,1.00,haplolethal
0.450,0.5,0.7,0.5,6.0,linear,1.00,haplolethal
0.450,0.5,0.75,0.5,6.0,linear,1.00,haplolethal
0.450,0.5,0.8,0.5,6.0,linear,1.00,haplolethal
0.450,0.5,0.85,0.5,6.0,linear,1.00,haplolethal
0.450,0.5,0.9,0.5,6.0,linear,1.00,haplolethal
0.450,0.5,0.95,0.5,6.0,linear,1.00,haplolethal
0.450,0.5,1.0,0.5,6.0,linear,1.00,haplolethal
0.475,0.5,0.0,0.5,6.0,linear,0,haplolethal
0.475,0.5,0.05,0.5,6.0,linear,1.00,haplolethal
0.475,0.5,0.1,0.5,6.0,linear,1.00,haplolethal
0.475,0.5,0.15,0.5,6.0,linear,1.00,haplolethal
0.475,0.5,0.2,0.5,6.0,linear,1.00,haplolethal
0.475,0.5,0.25,0.5,6.0,linear,1.00,haplolethal
0.475,0.5,0.3,0.5,6.0,linear,1.00,haplolethal
0.475,0.5,0.35,0.5,6.0,linear,1.00,haplolethal
0.475,0.5,0.4,0.5,6.0,linear,1.00,haplolethal
0.475,0.5,0.45,0.5,6.0,linear,1.00,haplolethal
0.475,0.5,0.5,0.5,6.0,linear,1.00,haplolethal
0.475,0.5,0.55,0.5,6.0,linear,1.00,haplolethal
0.475,0.5,0.6,0.5,6.0,linear,1.00,haplolethal
0.475,0.5,0.65,0.5,6.0,linear,1.00,haplolethal
0.475,0.5,0.7,0.5,6.0,linear,1.00,haplolethal
0.475,0.5,0.75,0.5,6.0,linear,1.00,haplolethal
0.475,0.5,0.8,0.5,6.0,linear,1.00,haplolethal
0.475,0.5,0.85,0.5,6.0,linear,1.00,haplolethal
0.475,0.5,0.9,0.5,6.0,linear,1.00,haplolethal
0.475,0.5,0.95,0.5,6.0,linear,1.00,haplolethal
0.475,0.5,1.0,0.5,6.0,linear,1.00,haplolethal
0.500,0.5,0.0,0.5,6.0,linear,0,haplolethal
0.500,0.5,0.05,0.5,6.0,linear,1.00,haplolethal
0.500,0.5,0.1,0.5,6.0,linear,1.00,haplolethal
0.500,0.5,0.15,0.5,6.0,linear,1.00,haplolethal
0.500,0.5,0.2,0.5,6.0,linear,1.00,haplolethal
0.500,0.5,0.25,0.5,6.0,linear,1.00,haplolethal
0.500,0.5,0.3,0.5,6.0,linear,1.00,haplolethal
0.500,0.5,0.35,0.5,6.0,linear,1.00,haplolethal
0.500,0.5,0.4,0.5,6.0,linear,1.00,haplolethal
0.500,0.5,0.45,0.5,6.0,linear,1.00,haplolethal
0.500,0.5,0.5,0.5,6.0,linear,1.00,haplolethal
0.500,0.5,0.55,0.5,6.0,linear,1.00,haplolethal
0.500,0.5,0.6,0.5,6.0,linear,1.00,haplolethal
0.500,0.5,0.65,0.5,6.0,linear,1.00,haplolethal
0.500,0.5,0.7,0.5,6.0,linear,1.00,haplolethal
0.500,0.5,0.75,0.5,6.0,linear,1.00,haplolethal
0.500,0.5,0.8,0.5,6.0,linear,1.00,haplolethal
0.500,0.5,0.85,0.5,6.0,linear,1.00,haplolethal
0.500,0.5,0.9,0.5,6.0,linear,1.00,haplolethal
0.500,0.5,0.95,0.5,6.0,linear,1.00,haplolethal
0.500,0.5,1.0,0.5,6.0,linear,1.00,haplolethal
0.000,0.5,10.0,0.5,6.0,linear,1.00,recessivelethal
0.000,0.5,10.5,0.5,6.0,linear,1.00,recessivelethal
0.000,0.5,11.0,0.5,6.0,linear,1.00,recessivelethal
0.000,0.5,11.5,0.5,6.0,linear,1.00,recessivelethal
0.000,0.5,12.0,0.5,6.0,linear,1.00,recessivelethal
0.000,0.5,2.0,0.5,6.0,linear,0,recessivelethal
0.000,0.5,2.5,0.5,6.0,linear,1.00,recessivelethal
0.000,0.5,3.0,0.5,6.0,linear,1.00,recessivelethal
0.000,0.5,3.5,0.5,6.0,linear,1.00,recessivelethal
0.000,0.5,4.0,0.5,6.0,linear,1.00,recessivelethal
0.000,0.5,4.5,0.5,6.0,linear,1.00,recessivelethal
0.000,0.5,5.0,0.5,6.0,linear,1.00,recessivelethal
0.000,0.5,5.5,0.5,6.0,linear,1.00,recessivelethal
0.000,0.5,6.0,0.5,6.0,linear,1.00,recessivelethal
0.000,0.5,6.5,0.5,6.0,linear,1.00,recessivelethal
0.000,0.5,7.0,0.5,6.0,linear,1.00,recessivelethal
0.000,0.5,7.5,0.5,6.0,linear,1.00,recessivelethal
0.000,0.5,8.0,0.5,6.0,linear,1.00,recessivelethal
0.000,0.5,8.5,0.5,6.0,linear,1.00,recessivelethal
0.000,0.5,9.0,0.5,6.0,linear,1.00,recessivelethal
0.000,0.5,9.5,0.5,6.0,linear,1.00,recessivelethal
0.025,0.5,10.0,0.5,6.0,linear,1.00,recessivelethal
0.025,0.5,10.5,0.5,6.0,linear,1.00,recessivelethal
0.025,0.5,11.0,0.5,6.0,linear,1.00,recessivelethal
0.025,0.5,11.5,0.5,6.0,linear,1.00,recessivelethal
0.025,0.5,12.0,0.5,6.0,linear,1.00,recessivelethal
0.025,0.5,2.0,0.5,6.0,linear,0,recessivelethal
0.025,0.5,2.5,0.5,6.0,linear,1.00,recessivelethal
0.025,0.5,3.0,0.5,6.0,linear,1.00,recessivelethal
0.025,0.5,3.5,0.5,6.0,linear,1.00,recessivelethal
0.025,0.5,4.0,0.5,6.0,linear,1.00,recessivelethal
0.025,0.5,4.5,0.5,6.0,linear,1.00,recessivelethal
0.025,0.5,5.0,0.5,6.0,linear,1.00,recessivelethal
0.025,0.5,5.5,0.5,6.0,linear,1.00,recessivelethal
0.025,0.5,6.0,0.5,6.0,linear,1.00,recessivelethal
0.025,0.5,6.5,0.5,6.0,linear,1.00,recessivelethal
0.025,0.5,7.0,0.5,6.0,linear,1.00,recessivelethal
0.025,0.5,7.5,0.5,6.0,linear,1.00,recessivelethal
0.025,0.5,8.0,0.5,6.0,linear,1.00,recessivelethal
0.025,0.5,8.5,0.5,6.0,linear,1.00,recessivelethal
0.025,0.5,9.0,0.5,6.0,linear,1.00,recessivelethal
0.025,0.5,9.5,0.5,6.0,linear,1.00,recessivelethal
0.050,0.5,10.0,0.5,6.0,linear,1.00,recessivelethal
0.050,0.5,10.5,0.5,6.0,linear,1.00,recessivelethal
0.050,0.5,11.0,0.5,6.0,linear,1.00,recessivelethal
0.050,0.5,11.5,0.5,6.0,linear,1.00,recessivelethal
0.050,0.5,12.0,0.5,6.0,linear,1.00,recessivelethal
0.050,0.5,2.0,0.5,6.0,linear,1.00,recessivelethal
0.050,0.5,2.5,0.5,6.0,linear,1.00,recessivelethal
0.050,0.5,3.0,0.5,6.0,linear,1.00,recessivelethal
0.050,0.5,3.5,0.5,6.0,linear,1.00,recessivelethal
0.050,0.5,4.0,0.5,6.0,linear,1.00,recessivelethal
0.050,0.5,4.5,0.5,6.0,linear,1.00,recessivelethal
0.050,0.5,5.0,0.5,6.0,linear,1.00,recessivelethal
0.050,0.5,5.5,0.5,6.0,linear,1.00,recessivelethal
0.050,0.5,6.0,0.5,6.0,linear,1.00,recessivelethal
0.050,0.5,6.5,0.5,6.0,linear,1.00,recessivelethal
0.050,0.5,7.0,0.5,6.0,linear,1.00,recessivelethal
0.050,0.5,7.5,0.5,6.0,linear,1.00,recessivelethal
0.050,0.5,8.0,0.5,6.0,linear,1.00,recessivelethal
0.050,0.5,8.5,0.5,6.0,linear,1.00,recessivelethal
0.050,0.5,9.0,0.5,6.0,linear,1.00,recessivelethal
0.050,0.5,9.5,0.5,6.0,linear,1.00,recessivelethal
0.075,0.5,10.0,0.5,6.0,linear,1.00,recessivelethal
0.075,0.5,10.5,0.5,6.0,linear,1.00,recessivelethal
0.075,0.5,11.0,0.5,6.0,linear,1.00,recessivelethal
0.075,0.5,11.5,0.5,6.0,linear,1.00,recessivelethal
0.075,0.5,12.0,0.5,6.0,linear,1.00,recessivelethal
0.075,0.5,2.0,0.5,6.0,linear,1.00,recessivelethal
0.075,0.5,2.5,0.5,6.0,linear,1.00,recessivelethal
0.075,0.5,3.0,0.5,6.0,linear,1.00,recessivelethal
0.075,0.5,3.5,0.5,6.0,linear,1.00,recessivelethal
0.075,0.5,4.0,0.5,6.0,linear,1.00,recessivelethal
0.075,0.5,4.5,0.5,6.0,linear,1.00,recessivelethal
0.075,0.5,5.0,0.5,6.0,linear,1.00,recessivelethal
0.075,0.5,5.5,0.5,6.0,linear,1.00,recessivelethal
0.075,0.5,6.0,0.5,6.0,linear,1.00,recessivelethal
0.075,0.5,6.5,0.5,6.0,linear,1.00,recessivelethal
0.075,0.5,7.0,0.5,6.0,linear,1.00,recessivelethal
0.075,0.5,7.5,0.5,6.0,linear,1.00,recessivelethal
0.075,0.5,8.0,0.5,6.0,linear,1.00,recessivelethal
0.075,0.5,8.5,0.5,6.0,linear,1.00,recessivelethal
0.075,0.5,9.0,0.5,6.0,linear,1.00,recessivelethal
0.075,0.5,9.5,0.5,6.0,linear,1.00,recessivelethal
0.100,0.5,10.0,0.5,6.0,linear,1.00,recessivelethal
0.100,0.5,10.5,0.5,6.0,linear,1.00,recessivelethal
0.100,0.5,11.0,0.5,6.0,linear,1.00,recessivelethal
0.100,0.5,11.5,0.5,6.0,linear,1.00,recessivelethal
0.100,0.5,12.0,0.5,6.0,linear,1.00,recessivelethal
0.100,0.5,2.0,0.5,6.0,linear,1.00,recessivelethal
0.100,0.5,2.5,0.5,6.0,linear,1.00,recessivelethal
0.100,0.5,3.0,0.5,6.0,linear,1.00,recessivelethal
0.100,0.5,3.5,0.5,6.0,linear,1.00,recessivelethal
0.100,0.5,4.0,0.5,6.0,linear,1.00,recessivelethal
0.100,0.5,4.5,0.5,6.0,linear,1.00,recessivelethal
0.100,0.5,5.0,0.5,6.0,linear,1.00,recessivelethal
0.100,0.5,5.5,0.5,6.0,linear,1.00,recessivelethal
0.100,0.5,6.0,0.5,6.0,linear,1.00,recessivelethal
0.100,0.5,6.5,0.5,6.0,linear,1.00,recessivelethal
0.100,0.5,7.0,0.5,6.0,linear,1.00,recessivelethal
0.100,0.5,7.5,0.5,6.0,linear,1.00,recessivelethal
0.100,0.5,8.0,0.5,6.0,linear,1.00,recessivelethal
0.100,0.5,8.5,0.5,6.0,linear,1.00,recessivelethal
0.100,0.5,9.0,0.5,6.0,linear,1.00,recessivelethal
0.100,0.5,9.5,0.5,6.0,linear,1.00,recessivelethal
0.125,0.5,10.0,0.5,6.0,linear,1.00,recessivelethal
0.125,0.5,10.5,0.5,6.0,linear,1.00,recessivelethal
0.125,0.5,11.0,0.5,6.0,linear,1.00,recessivelethal
0.125,0.5,11.5,0.5,6.0,linear,1.00,recessivelethal
0.125,0.5,12.0,0.5,6.0,linear,1.00,recessivelethal
0.125,0.5,2.0,0.5,6.0,linear,1.00,recessivelethal
0.125,0.5,2.5,0.5,6.0,linear,1.00,recessivelethal
0.125,0.5,3.0,0.5,6.0,linear,1.00,recessivelethal
0.125,0.5,3.5,0.5,6.0,linear,1.00,recessivelethal
0.125,0.5,4.0,0.5,6.0,linear,1.00,recessivelethal
0.125,0.5,4.5,0.5,6.0,linear,1.00,recessivelethal
0.125,0.5,5.0,0.5,6.0,linear,1.00,recessivelethal
0.125,0.5,5.5,0.5,6.0,linear,1.00,recessivelethal
0.125,0.5,6.0,0.5,6.0,linear,1.00,recessivelethal
0.125,0.5,6.5,0.5,6.0,linear,1.00,recessivelethal
0.125,0.5,7.0,0.5,6.0,linear,1.00,recessivelethal
0.125,0.5,7.5,0.5,6.0,linear,1.00,recessivelethal
0.125,0.5,8.0,0.5,6.0,linear,1.00,recessivelethal
0.125,0.5,8.5,0.5,6.0,linear,1.00,recessivelethal
0.125,0.5,9.0,0.5,6.0,linear,1.00,recessivelethal
0.125,0.5,9.5,0.5,6.0,linear,1.00,recessivelethal
0.150,0.5,10.0,0.5,6.0,linear,1.00,recessivelethal
0.150,0.5,10.5,0.5,6.0,linear,1.00,recessivelethal
0.150,0.5,11.0,0.5,6.0,linear,1.00,recessivelethal
0.150,0.5,11.5,0.5,6.0,linear,1.00,recessivelethal
0.150,0.5,12.0,0.5,6.0,linear,1.00,recessivelethal
0.150,0.5,2.0,0.5,6.0,linear,1.00,recessivelethal
0.150,0.5,2.5,0.5,6.0,linear,1.00,recessivelethal
0.150,0.5,3.0,0.5,6.0,linear,1.00,recessivelethal
0.150,0.5,3.5,0.5,6.0,linear,1.00,recessivelethal
0.150,0.5,4.0,0.5,6.0,linear,1.00,recessivelethal
0.150,0.5,4.5,0.5,6.0,linear,1.00,recessivelethal
0.150,0.5,5.0,0.5,6.0,linear,1.00,recessivelethal
0.150,0.5,5.5,0.5,6.0,linear,1.00,recessivelethal
0.150,0.5,6.0,0.5,6.0,linear,1.00,recessivelethal
0.150,0.5,6.5,0.5,6.0,linear,1.00,recessivelethal
0.150,0.5,7.0,0.5,6.0,linear,1.00,recessivelethal
0.150,0.5,7.5,0.5,6.0,linear,1.00,recessivelethal
0.150,0.5,8.0,0.5,6.0,linear,1.00,recessivelethal
0.150,0.5,8.5,0.5,6.0,linear,1.00,recessivelethal
0.150,0.5,9.0,0.5,6.0,linear,1.00,recessivelethal
0.150,0.5,9.5,0.5,6.0,linear,1.00,recessivelethal
0.175,0.5,10.0,0.5,6.0,linear,1.00,recessivelethal
0.175,0.5,10.5,0.5,6.0,linear,1.00,recessivelethal
0.175,0.5,11.0,0.5,6.0,linear,1.00,recessivelethal
0.175,0.5,11.5,0.5,6.0,linear,1.00,recessivelethal
