heterozygotes_survival_rate,resistance_rate,drop_ratio,drive_efficiency,low_density_growth_rate,density_growth_curve,suppression_rate,type
0.175,0.5,12.0,0.5,6.0,linear,1.00,recessivelethal
0.175,0.5,2.0,0.5,6.0,linear,1.00,recessivelethal
0.175,0.5,2.5,0.5,6.0,linear,1.00,recessivelethal
0.175,0.5,3.0,0.5,6.0,linear,1.00,recessivelethal
0.175,0.5,3.5,0.5,6.0,linear,1.00,recessivelethal
0.175,0.5,4.0,0.5,6.0,linear,1.00,recessivelethal
0.175,0.5,4.5,0.5,6.0,linear,1.00,recessivelethal
0.175,0.5,5.0,0.5,6.0,linear,1.00,recessivelethal
0.175,0.5,5.5,0.5,6.0,linear,1.00,recessivelethal
0.175,0.5,6.0,0.5,6.0,linear,1.00,recessivelethal
0.175,0.5,6.5,0.5,6.0,linear,1.00,recessivelethal
0.175,0.5,7.0,0.5,6.0,linear,1.00,recessivelethal
0.175,0.5,7.5,0.5,6.0,linear,1.00,recessivelethal
0.175,0.5,8.0,0.5,6.0,linear,1.00,recessivelethal
0.175,0.5,8.5,0.5,6.0,linear,1.00,recessivelethal
0.175,0.5,9.0,0.5,6.0,linear,1.00,recessivelethal
0.175,0.5,9.5,0.5,6.0,linear,1.00,recessivelethal
0.200,0.5,10.0,0.5,6.0,linear,1.00,recessivelethal
0.200,0.5,10.5,0.5,6.0,linear,1.00,recessivelethal
0.200,0.5,11.0,0.5,6.0,linear,1.00,recessivelethal
0.200,0.5,11.5,0.5,6.0,linear,1.00,recessivelethal
0.200,0.5,12.0,0.5,6.0,linear,1.00,recessivelethal
0.200,0.5,2.0,0.5,6.0,linear,1.00,recessivelethal
0.200,0.5,2.5,0.5,6.0,linear,1.00,recessivelethal
0.200,0.5,3.0,0.5,6.0,linear,1.00,recessivelethal
0.200,0.5,3.5,0.5,6.0,linear,1.00,recessivelethal
0.200,0.5,4.0,0.5,6.0,linear,1.00,recessivelethal
0.200,0.5,4.5,0.5,6.0,linear,1.00,recessivelethal
0.200,0.5,5.0,0.5,6.0,linear,1.00,recessivelethal
0.200,0.5,5.5,0.5,6.0,linear,1.00,recessivelethal
0.200,0.5,6.0,0.5,6.0,linear,1.00,recessivelethal
0.200,0.5,6.5,0.5,6.0,linear,1.00,recessivelethal
0.200,0.5,7.0,0.5,6.0,linear,1.00,recessivelethal
0.200,0.5,7.5,0.5,6.0,linear,1.00,recessivelethal
0.200,0.5,8.0,0.5,6.0,linear,1.00,recessivelethal
0.200,0.5,8.5,0.5,6.0,linear,1.00,recessivelethal
0.200,0.5,9.0,0.5,6.0,linear,1.00,recessivelethal
0.200,0.5,9.5,0.5,6.0,linear,1.00,recessivelethal
0.225,0.5,10.0,0.5,6.0,linear,1.00,recessivelethal
0.225,0.5,10.5,0.5,6.0,linear,1.00,recessivelethal
0.225,0.5,11.0,0.5,6.0,linear,1.00,recessivelethal
0.225,0.5,11.5,0.5,6.0,linear,1.00,recessivelethal
0.225,0.5,12.0,0.5,6.0,linear,1.00,recessivelethal
0.225,0.5,2.0,0.5,6.0,linear,1.00,recessivelethal
0.225,0.5,2.5,0.5,6.0,linear,1.00,recessivelethal
0.225,0.5,3.0,0.5,6.0,linear,1.00,recessivelethal
0.225,0.5,3.5,0.5,6.0,linear,1.00,recessivelethal
0.225,0.5,4.0,0.5,6.0,linear,1.00,recessivelethal
0.225,0.5,4.5,0.5,6.0,linear,1.00,recessivelethal
0.225,0.5,5.0,0.5,6.0,linear,1.00,recessivelethal
0.225,0.5,5.5,0.5,6.0,linear,1.00,recessivelethal
0.225,0.5,6.0,0.5,6.0,linear,1.00,recessivelethal
0.225,0.5,6.5,0.5,6.0,linear,1.00,recessivelethal
0.225,0.5,7.0,0.5,6.0,linear,1.00,recessivelethal
0.225,0.5,7.5,0.5,6.0,linear,1.00,recessivelethal
0.225,0.5,8.0,0.5,6.0,linear,1.00,recessivelethal
0.225,0.5,8.5,0.5,6.0,linear,1.00,recessivelethal
0.225,0.5,9.0,0.5,6.0,linear,1.00,recessivelethal
0.225,0.5,9.5,0.5,6.0,linear,1.00,recessivelethal
0.250,0.5,10.0,0.5,6.0,linear,1.00,recessivelethal
0.250,0.5,10.5,0.5,6.0,linear,1.00,recessivelethal
0.250,0.5,11.0,0.5,6.0,linear,1.00,recessivelethal
0.250,0.5,11.5,0.5,6.0,linear,1.00,recessivelethal
0.250,0.5,12.0,0.5,6.0,linear,1.00,recessivelethal
0.250,0.5,2.0,0.5,6.0,linear,1.00,recessivelethal
0.250,0.5,2.5,0.5,6.0,linear,1.00,recessivelethal
0.250,0.5,3.0,0.5,6.0,linear,1.00,recessivelethal
0.250,0.5,3.5,0.5,6.0,linear,1.00,recessivelethal
0.250,0.5,4.0,0.5,6.0,linear,1.00,recessivelethal
0.250,0.5,4.5,0.5,6.0,linear,1.00,recessivelethal
0.250,0.5,5.0,0.5,6.0,linear,1.00,recessivelethal
0.250,0.5,5.5,0.5,6.0,linear,1.00,recessivelethal
0.250,0.5,6.0,0.5,6.0,linear,1.00,recessivelethal
0.250,0.5,6.5,0.5,6.0,linear,1.00,recessivelethal
0.250,0.5,7.0,0.5,6.0,linear,1.00,recessivelethal
0.250,0.5,7.5,0.5,6.0,linear,1.00,recessivelethal
0.250,0.5,8.0,0.5,6.0,linear,1.00,recessivelethal
0.250,0.5,8.5,0.5,6.0,linear,1.00,recessivelethal
0.250,0.5,9.0,0.5,6.0,linear,1.00,recessivelethal
0.250,0.5,9.5,0.5,6.0,linear,1.00,recessivelethal
0.275,0.5,10.0,0.5,6.0,linear,1.00,recessivelethal
0.275,0.5,10.5,0.5,6.0,linear,1.00,recessivelethal
0.275,0.5,11.0,0.5,6.0,linear,1.00,recessivelethal
0.275,0.5,11.5,0.5,6.0,linear,1.00,recessivelethal
0.275,0.5,12.0,0.5,6.0,linear,1.00,recessivelethal
0.275,0.5,2.0,0.5,6.0,linear,1.00,recessivelethal
0.275,0.5,2.5,0.5,6.0,linear,1.00,recessivelethal
0.275,0.5,3.0,0.5,6.0,linear,1.00,recessivelethal
0.275,0.5,3.5,0.5,6.0,linear,1.00,recessivelethal
0.275,0.5,4.0,0.5,6.0,linear,1.00,recessivelethal
0.275,0.5,4.5,0.5,6.0,linear,1.00,recessivelethal
0.275,0.5,5.0,0.5,6.0,linear,1.00,recessivelethal
0.275,0.5,5.5,0.5,6.0,linear,1.00,recessivelethal
0.275,0.5,6.0,0.5,6.0,linear,1.00,recessivelethal
0.275,0.5,6.5,0.5,6.0,linear,1.00,recessivelethal
0.275,0.5,7.0,0.5,6.0,linear,1.00,recessivelethal
0.275,0.5,7.5,0.5,6.0,linear,1.00,recessivelethal
0.275,0.5,8.0,0.5,6.0,linear,1.00,recessivelethal
0.275,0.5,8.5,0.5,6.0,linear,1.00,recessivelethal
0.275,0.5,9.0,0.5,6.0,linear,1.00,recessivelethal
0.275,0.5,9.5,0.5,6.0,linear,1.00,recessivelethal
0.300,0.5,10.0,0.5,6.0,linear,.80,recessivelethal
0.300,0.5,10.5,0.5,6.0,linear,.85,recessivelethal
0.300,0.5,11.0,0.5,6.0,linear,.90,recessivelethal
0.300,0.5,11.5,0.5,6.0,linear,.90,recessivelethal
0.300,0.5,12.0,0.5,6.0,linear,.90,recessivelethal
0.300,0.5,2.0,0.5,6.0,linear,.85,recessivelethal
0.300,0.5,2.5,0.5,6.0,linear,.85,recessivelethal
0.300,0.5,3.0,0.5,6.0,linear,.85,recessivelethal
0.300,0.5,3.5,0.5,6.0,linear,.80,recessivelethal
0.300,0.5,4.0,0.5,6.0,linear,.85,recessivelethal
0.300,0.5,4.5,0.5,6.0,linear,.95,recessivelethal
0.300,0.5,5.0,0.5,6.0,linear,1.00,recessivelethal
0.300,0.5,5.5,0.5,6.0,linear,.70,recessivelethal
0.300,0.5,6.0,0.5,6.0,linear,.95,recessivelethal
0.300,0.5,6.5,0.5,6.0,linear,1.00,recessivelethal
0.300,0.5,7.0,0.5,6.0,linear,.70,recessivelethal
0.300,0.5,7.5,0.5,6.0,linear,.90,recessivelethal
0.300,0.5,8.0,0.5,6.0,linear,1.00,recessivelethal
0.300,0.5,8.5,0.5,6.0,linear,.95,recessivelethal
0.300,0.5,9.0,0.5,6.0,linear,.95,recessivelethal
0.300,0.5,9.5,0.5,6.0,linear,1.00,recessivelethal
0.325,0.5,10.0,0.5,6.0,linear,0,recessivelethal
0.325,0.5,10.5,0.5,6.0,linear,0,recessivelethal
0.325,0.5,11.0,0.5,6.0,linear,0,recessivelethal
0.325,0.5,11.5,0.5,6.0,linear,0,recessivelethal
0.325,0.5,12.0,0.5,6.0,linear,0,recessivelethal
0.325,0.5,2.0,0.5,6.0,linear,0,recessivelethal
0.325,0.5,2.5,0.5,6.0,linear,0,recessivelethal
0.325,0.5,3.0,0.5,6.0,linear,0,recessivelethal
0.325,0.5,3.5,0.5,6.0,linear,0,recessivelethal
0.325,0.5,4.0,0.5,6.0,linear,0,recessivelethal
0.325,0.5,4.5,0.5,6.0,linear,0,recessivelethal
0.325,0.5,5.0,0.5,6.0,linear,0,recessivelethal
0.325,0.5,5.5,0.5,6.0,linear,0,recessivelethal
0.325,0.5,6.0,0.5,6.0,linear,0,recessivelethal
0.325,0.5,6.5,0.5,6.0,linear,0,recessivelethal
0.325,0.5,7.0,0.5,6.0,linear,0,recessivelethal
0.325,0.5,7.5,0.5,6.0,linear,0,recessivelethal
0.325,0.5,8.0,0.5,6.0,linear,0,recessivelethal
0.325,0.5,8.5,0.5,6.0,linear,0,recessivelethal
0.325,0.5,9.0,0.5,6.0,linear,0,recessivelethal
0.325,0.5,9.5,0.5,6.0,linear,0,recessivelethal
0.350,0.5,10.0,0.5,6.0,linear,0,recessivelethal
0.350,0.5,10.5,0.5,6.0,linear,0,recessivelethal
0.350,0.5,11.0,0.5,6.0,linear,0,recessivelethal
0.350,0.5,11.5,0.5,6.0,linear,0,recessivelethal
0.350,0.5,12.0,0.5,6.0,linear,0,recessivelethal
0.350,0.5,2.0,0.5,6.0,linear,0,recessivelethal
0.350,0.5,2.5,0.5,6.0,linear,0,recessivelethal
0.350,0.5,3.0,0.5,6.0,linear,0,recessivelethal
0.350,0.5,3.5,0.5,6.0,linear,0,recessivelethal
0.350,0.5,4.0,0.5,6.0,linear,0,recessivelethal
0.350,0.5,4.5,0.5,6.0,linear,0,recessivelethal
0.350,0.5,5.0,0.5,6.0,linear,0,recessivelethal
0.350,0.5,5.5,0.5,6.0,linear,0,recessivelethal
0.350,0.5,6.0,0.5,6.0,linear,0,recessivelethal
0.350,0.5,6.5,0.5,6.0,linear,0,recessivelethal
0.350,0.5,7.0,0.5,6.0,linear,0,recessivelethal
0.350,0.5,7.5,0.5,6.0,linear,0,recessivelethal
0.350,0.5,8.0,0.5,6.0,linear,0,recessivelethal
0.350,0.5,8.5,0.5,6.0,linear,0,recessivelethal
0.350,0.5,9.0,0.5,6.0,linear,0,recessivelethal
0.350,0.5,9.5,0.5,6.0,linear,0,recessivelethal
0.375,0.5,10.0,0.5,6.0,linear,0,recessivelethal
0.375,0.5,10.5,0.5,6.0,linear,0,recessivelethal
0.375,0.5,11.0,0.5,6.0,linear,0,recessivelethal
0.375,0.5,11.5,0.5,6.0,linear,0,recessivelethal
0.375,0.5,12.0,0.5,6.0,linear,0,recessivelethal
0.375,0.5,2.0,0.5,6.0,linear,0,recessivelethal
0.375,0.5,2.5,0.5,6.0,linear,0,recessivelethal
0.375,0.5,3.0,0.5,6.0,linear,0,recessivelethal
0.375,0.5,3.5,0.5,6.0,linear,0,recessivelethal
0.375,0.5,4.0,0.5,6.0,linear,0,recessivelethal
0.375,0.5,4.5,0.5,6.0,linear,0,recessivelethal
0.375,0.5,5.0,0.5,6.0,linear,0,recessivelethal
0.375,0.5,5.5,0.5,6.0,linear,0,recessivelethal
0.375,0.5,6.0,0.5,6.0,linear,0,recessivelethal
0.375,0.5,6.5,0.5,6.0,linear,0,recessivelethal
0.375,0.5,7.0,0.5,6.0,linear,0,recessivelethal
0.375,0.5,7.5,0.5,6.0,linear,0,recessivelethal
0.375,0.5,8.0,0.5,6.0,linear,0,recessivelethal
0.375,0.5,8.5,0.5,6.0,linear,0,recessivelethal
0.375,0.5,9.0,0.5,6.0,linear,0,recessivelethal
0.375,0.5,9.5,0.5,6.0,linear,0,recessivelethal
0.400,0.5,10.0,0.5,6.0,linear,0,recessivelethal
0.400,0.5,10.5,0.5,6.0,linear,0,recessivelethal
0.400,0.5,11.0,0.5,6.0,linear,0,recessivelethal
0.400,0.5,11.5,0.5,6.0,linear,0,recessivelethal
0.400,0.5,12.0,0.5,6.0,linear,0,recessivelethal
0.400,0.5,2.0,0.5,6.0,linear,0,recessivelethal
0.400,0.5,2.5,0.5,6.0,linear,0,recessivelethal
0.400,0.5,3.0,0.5,6.0,linear,0,recessivelethal
0.400,0.5,3.5,0.5,6.0,linear,0,recessivelethal
0.400,0.5,4.0,0.5,6.0,linear,0,recessivelethal
0.400,0.5,4.5,0.5,6.0,linear,0,recessivelethal
0.400,0.5,5.0,0.5,6.0,linear,0,recessivelethal
0.400,0.5,5.5,0.5,6.0,linear,0,recessivelethal
0.400,0.5,6.0,0.5,6.0,linear,0,recessivelethal
0.400,0.5,6.5,0.5,6.0,linear,0,recessivelethal
0.400,0.5,7.0,0.5,6.0,linear,0,recessivelethal
0.400,0.5,7.5,0.5,6.0,linear,0,recessivelethal
0.400,0.5,8.0,0.5,6.0,linear,0,recessivelethal
0.400,0.5,8.5,0.5,6.0,linear,0,recessivelethal
0.400,0.5,9.0,0.5,6.0,linear,0,recessivelethal
0.400,0.5,9.5,0.5,6.0,linear,0,recessivelethal
0.425,0.5,10.0,0.5,6.0,linear,0,recessivelethal
0.425,0.5,10.5,0.5,6.0,linear,0,recessivelethal
0.425,0.5,11.0,0.5,6.0,linear,0,recessivelethal
0.425,0.5,11.5,0.5,6.0,linear,0,recessivelethal
0.425,0.5,12.0,0.5,6.0,linear,0,recessivelethal
0.425,0.5,2.0,0.5,6.0,linear,0,recessivelethal
0.425,0.5,2.5,0.5,6.0,linear,0,recessivelethal
0.425,0.5,3.0,0.5,6.0,linear,0,recessivelethal
0.425,0.5,3.5,0.5,6.0,linear,0,recessivelethal
0.425,0.5,4.0,0.5,6.0,linear,0,recessivelethal
0.425,0.5,4.5,0.5,6.0,linear,0,recessivelethal
0.425,0.5,5.0,0.5,6.0,linear,0,recessivelethal
0.425,0.5,5.5,0.5,6.0,linear,0,recessivelethal
0.425,0.5,6.0,0.5,6.0,linear,0,recessivelethal
0.425,0.5,6.5,0.5,6.0,linear,0,recessivelethal
0.425,0.5,7.0,0.5,6.0,linear,0,recessivelethal
0.425,0.5,7.5,0.5,6.0,linear,0,recessivelethal
0.425,0.5,8.0,0.5,6.0,linear,0,recessivelethal
0.425,0.5,8.5,0.5,6.0,linear,0,recessivelethal
0.425,0.5,9.0,0.5,6.0,linear,0,recessivelethal
0.425,0.5,9.5,0.5,6.0,linear,0,recessivelethal
0.450,0.5,10.0,0.5,6.0,linear,0,recessivelethal
0.450,0.5,10.5,0.5,6.0,linear,0,recessivelethal
0.450,0.5,11.0,0.5,6.0,linear,0,recessivelethal
0.450,0.5,11.5,0.5,6.0,linear,0,recessivelethal
0.450,0.5,12.0,0.5,6.0,linear,0,recessivelethal
0.450,0.5,2.0,0.5,6.0,linear,0,recessivelethal
0.450,0.5,2.5,0.5,6.0,linear,0,recessivelethal
0.450,0.5,3.0,0.5,6.0,linear,0,recessivelethal
0.450,0.5,3.5,0.5,6.0,linear,0,recessivelethal
0.450,0.5,4.0,0.5,6.0,linear,0,recessivelethal
0.450,0.5,4.5,0.5,6.0,linear,0,recessivelethal
0.450,0.5,5.0,0.5,6.0,linear,0,recessivelethal
0.450,0.5,5.5,0.5,6.0,linear,0,recessivelethal
0.450,0.5,6.0,0.5,6.0,linear,0,recessivelethal
0.450,0.5,6.5,0.5,6.0,linear,0,recessivelethal
0.450,0.5,7.0,0.5,6.0,linear,0,recessivelethal
0.450,0.5,7.5,0.5,6.0,linear,0,recessivelethal
0.450,0.5,8.0,0.5,6.0,linear,0,recessivelethal
0.450,0.5,8.5,0.5,6.0,linear,0,recessivelethal
0.450,0.5,9.0,0.5,6.0,linear,0,recessivelethal
0.450,0.5,9.5,0.5,6.0,linear,0,recessivelethal
0.475,0.5,10.0,0.5,6.0,linear,0,recessivelethal
0.475,0.5,10.5,0.5,6.0,linear,0,recessivelethal
0.475,0.5,11.0,0.5,6.0,linear,0,recessivelethal
0.475,0.5,11.5,0.5,6.0,linear,0,recessivelethal
0.475,0.5,12.0,0.5,6.0,linear,0,recessivelethal
0.475,0.5,2.0,0.5,6.0,linear,0,recessivelethal
0.475,0.5,2.5,0.5,6.0,linear,0,recessivelethal
0.475,0.5,3.0,0.5,6.0,linear,0,recessivelethal
0.475,0.5,3.5,0.5,6.0,linear,0,recessivelethal
0.475,0.5,4.0,0.5,6.0,linear,0,recessivelethal
0.475,0.5,4.5,0.5,6.0,linear,0,recessivelethal
0.475,0.5,5.0,0.5,6.0,linear,0,recessivelethal
0.475,0.5,5.5,0.5,6.0,linear,0,recessivelethal
0.475,0.5,6.0,0.5,6.0,linear,0,recessivelethal
0.475,0.5,6.5,0.5,6.0,linear,0,recessivelethal
0.475,0.5,7.0,0.5,6.0,linear,0,recessivelethal
0.475,0.5,7.5,0.5,6.0,linear,0,recessivelethal
0.475,0.5,8.0,0.5,6.0,linear,0,recessivelethal
0.475,0.5,8.5,0.5,6.0,linear,0,recessivelethal
0.475,0.5,9.0,0.5,6.0,linear,0,recessivelethal
0.475,0.5,9.5,0.5,6.0,linear,0,recessivelethal
0.500,0.5,10.0,0.5,6.0,linear,0,recessivelethal
0.500,0.5,10.5,0.5,6.0,linear,0,recessivelethal
0.500,0.5,11.0,0.5,6.0,linear,0,recessivelethal
0.500,0.5,11.5,0.5,6.0,linear,0,recessivelethal
0.500,0.5,12.0,0.5,6.0,linear,0,recessivelethal
0.500,0.5,2.0,0.5,6.0,linear,0,recessivelethal
0.500,0.5,2.5,0.5,6.0,linear,0,recessivelethal
0.500,0.5,3.0,0.5,6.0,linear,0,recessivelethal
0.500,0.5,3.5,0.5,6.0,linear,0,recessivelethal
0.500,0.5,4.0,0.5,6.0,linear,0,recessivelethal
0.500,0.5,4.5,0.5,6.0,linear,0,recessivelethal
0.500,0.5,5.0,0.5,6.0,linear,0,recessivelethal
0.500,0.5,5.5,0.5,6.0,linear,0,recessivelethal
0.500,0.5,6.0,0.5,6.0,linear,0,recessivelethal
0.500,0.5,6.5,0.5,6.0,linear,0,recessivelethal
0.500,0.5,7.0,0.5,6.0,linear,0,recessivelethal
0.500,0.5,7.5,0.5,6.0,linear,0,recessivelethal
0.500,0.5,8.0,0.5,6.0,linear,0,recessivelethal
0.500,0.5,8.5,0.5,6.0,linear,0,recessivelethal
0.500,0.5,9.0,0.5,6.0,linear,0,recessivelethal
0.500,0.5,9.5,0.5,6.0,linear,0,recessivelethal
