drive_efficiency,drop_ratio,low_density_growth_rate,density_growth_curve,generation_to_suppression
0.5,12.5,10.0,convex,178.400
0.5,13.75,10.0,convex,85.100
0.5,15.0,10.0,convex,66.900
0.5,16.25,10.0,convex,58.350
0.5,17.5,10.0,convex,53.050
0.5,18.75,10.0,convex,49.700
0.5,2.5,10.0,convex,NAN
0.5,20.0,10.0,convex,46.800
0.5,21.25,10.0,convex,44.600
0.5,22.5,10.0,convex,42.900
0.5,23.75,10.0,convex,41.700
0.5,25.0,10.0,convex,40.050
0.5,3.75,10.0,convex,NAN
0.5,5.0,10.0,convex,NAN
0.5,6.25,10.0,convex,NAN
0.5,7.5,10.0,convex,NAN
0.5,8.75,10.0,convex,NAN
0.55,0.0,10.0,convex,NAN
0.55,1.25,10.0,convex,NAN
0.55,10.0,10.0,convex,NAN
0.55,11.25,10.0,convex,191.700
0.55,12.5,10.0,convex,83.950
0.55,13.75,10.0,convex,65.750
0.55,15.0,10.0,convex,57.500
0.55,16.25,10.0,convex,51.850
0.55,17.5,10.0,convex,48.700
0.55,18.75,10.0,convex,45.800
0.55,2.5,10.0,convex,NAN
0.55,20.0,10.0,convex,44.700
0.55,21.25,10.0,convex,41.800
0.55,22.5,10.0,convex,41.050
0.55,23.75,10.0,convex,39.500
0.55,25.0,10.0,convex,38.800
0.55,3.75,10.0,convex,NAN
0.55,5.0,10.0,convex,NAN
0.55,6.25,10.0,convex,NAN
0.55,7.5,10.0,convex,NAN
0.55,8.75,10.0,convex,NAN
0.6,0.0,10.0,convex,NAN
0.6,1.25,10.0,convex,NAN
0.6,10.0,10.0,convex,195.000
0.6,11.25,10.0,convex,83.000
0.6,12.5,10.0,convex,65.400
0.6,13.75,10.0,convex,58.100
0.6,15.0,10.0,convex,51.100
0.6,16.25,10.0,convex,49.050
0.6,17.5,10.0,convex,44.550
0.6,18.75,10.0,convex,43.350
0.6,2.5,10.0,convex,NAN
0.6,20.0,10.0,convex,41.850
0.6,21.25,10.0,convex,40.450
0.6,22.5,10.0,convex,39.300
0.6,23.75,10.0,convex,38.750
0.6,25.0,10.0,convex,36.400
0.6,3.75,10.0,convex,NAN
0.6,5.0,10.0,convex,NAN
0.6,6.25,10.0,convex,NAN
0.6,7.5,10.0,convex,NAN
0.6,8.75,10.0,convex,NAN
0.65,0.0,10.0,convex,NAN
0.65,1.25,10.0,convex,NAN
0.65,10.0,10.0,convex,81.550
0.65,11.25,10.0,convex,64.950
0.65,12.5,10.0,convex,56.700
0.65,13.75,10.0,convex,51.350
0.65,15.0,10.0,convex,47.200
0.65,16.25,10.0,convex,44.800
0.65,17.5,10.0,convex,43.300
0.65,18.75,10.0,convex,41.000
0.65,2.5,10.0,convex,NAN
0.65,20.0,10.0,convex,39.700
0.65,21.25,10.0,convex,38.400
0.65,22.5,10.0,convex,37.100
0.65,23.75,10.0,convex,35.750
0.65,25.0,10.0,convex,35.450
0.65,3.75,10.0,convex,NAN
0.65,5.0,10.0,convex,NAN
0.65,6.25,10.0,convex,NAN
0.65,7.5,10.0,convex,NAN
0.65,8.75,10.0,convex,199.200
0.7,0.0,10.0,convex,NAN
0.7,1.25,10.0,convex,NAN
0.7,10.0,10.0,convex,64.300
0.7,11.25,10.0,convex,55.400
0.7,12.5,10.0,convex,50.050
0.7,13.75,10.0,convex,47.150
0.7,15.0,10.0,convex,44.300
0.7,16.25,10.0,convex,41.850
0.7,17.5,10.0,convex,40.850
0.7,18.75,10.0,convex,38.700
0.7,2.5,10.0,convex,NAN
0.7,20.0,10.0,convex,37.250
0.7,21.25,10.0,convex,36.550
0.7,22.5,10.0,convex,36.000
0.7,23.75,10.0,convex,35.550
0.7,25.0,10.0,convex,34.500
0.7,3.75,10.0,convex,NAN
0.7,5.0,10.0,convex,NAN
0.7,6.25,10.0,convex,NAN
0.7,7.5,10.0,convex,214.000
0.7,8.75,10.0,convex,81.600
0.75,0.0,10.0,convex,NAN
0.75,1.25,10.0,convex,NAN
0.75,10.0,10.0,convex,54.200
0.75,11.25,10.0,convex,49.500
0.75,12.5,10.0,convex,45.950
0.75,13.75,10.0,convex,43.500
0.75,15.0,10.0,convex,41.450
0.75,16.25,10.0,convex,39.150
0.75,17.5,10.0,convex,38.050
0.75,18.75,10.0,convex,36.550
0.75,2.5,10.0,convex,NAN
0.75,20.0,10.0,convex,36.000
0.75,21.25,10.0,convex,35.800
0.75,22.5,10.0,convex,34.900
0.75,23.75,10.0,convex,34.650
0.75,25.0,10.0,convex,34.200
0.75,3.75,10.0,convex,NAN
0.75,5.0,10.0,convex,NAN
0.75,6.25,10.0,convex,218.400
0.75,7.5,10.0,convex,80.350
0.75,8.75,10.0,convex,63.200
0.8,0.0,10.0,convex,NAN
0.8,1.25,10.0,convex,NAN
0.8,10.0,10.0,convex,48.650
0.8,11.25,10.0,convex,45.000
0.8,12.5,10.0,convex,41.650
0.8,13.75,10.0,convex,40.300
0.8,15.0,10.0,convex,39.150
0.8,16.25,10.0,convex,37.300
0.8,17.5,10.0,convex,36.800
0.8,18.75,10.0,convex,36.300
0.8,2.5,10.0,convex,NAN
0.8,20.0,10.0,convex,34.400
0.8,21.25,10.0,convex,34.350
0.8,22.5,10.0,convex,33.100
0.8,23.75,10.0,convex,33.350
0.8,25.0,10.0,convex,32.400
0.8,3.75,10.0,convex,NAN
0.8,5.0,10.0,convex,235.050
0.8,6.25,10.0,convex,80.200
0.8,7.5,10.0,convex,61.750
0.8,8.75,10.0,convex,53.300
0.85,0.0,10.0,convex,NAN
0.85,1.25,10.0,convex,NAN
0.85,10.0,10.0,convex,43.600
0.85,11.25,10.0,convex,42.200
0.85,12.5,10.0,convex,39.750
0.85,13.75,10.0,convex,38.100
0.85,15.0,10.0,convex,36.850
0.85,16.25,10.0,convex,36.200
0.85,17.5,10.0,convex,35.100
0.85,18.75,10.0,convex,33.700
0.85,2.5,10.0,convex,NAN
0.85,20.0,10.0,convex,33.100
0.85,21.25,10.0,convex,32.400
0.85,22.5,10.0,convex,32.700
0.85,23.75,10.0,convex,31.500
0.85,25.0,10.0,convex,32.200
0.85,3.75,10.0,convex,246.157
0.85,5.0,10.0,convex,79.050
0.85,6.25,10.0,convex,61.000
0.85,7.5,10.0,convex,52.450
0.85,8.75,10.0,convex,47.700
0.9,0.0,10.0,convex,NAN
0.9,1.25,10.0,convex,NAN
0.9,10.0,10.0,convex,40.700
0.9,11.25,10.0,convex,38.300
0.9,12.5,10.0,convex,37.150
0.9,13.75,10.0,convex,35.450
0.9,15.0,10.0,convex,34.500
0.9,16.25,10.0,convex,34.450
0.9,17.5,10.0,convex,32.700
0.9,18.75,10.0,convex,32.450
0.9,2.5,10.0,convex,266.181
0.9,20.0,10.0,convex,31.300
0.9,21.25,10.0,convex,31.200
0.9,22.5,10.0,convex,30.750
0.9,23.75,10.0,convex,30.150
0.9,25.0,10.0,convex,29.700
0.9,3.75,10.0,convex,79.150
0.9,5.0,10.0,convex,59.800
0.9,6.25,10.0,convex,51.350
0.9,7.5,10.0,convex,46.550
0.9,8.75,10.0,convex,42.800
0.95,0.0,10.0,convex,NAN
0.95,1.25,10.0,convex,290.500
0.95,10.0,10.0,convex,36.850
0.95,11.25,10.0,convex,35.250
0.95,12.5,10.0,convex,34.050
0.95,13.75,10.0,convex,32.950
0.95,15.0,10.0,convex,33.400
0.95,16.25,10.0,convex,31.650
0.95,17.5,10.0,convex,31.150
0.95,18.75,10.0,convex,30.300
0.95,2.5,10.0,convex,81.700
0.95,20.0,10.0,convex,30.050
0.95,21.25,10.0,convex,29.950
0.95,22.5,10.0,convex,29.100
0.95,23.75,10.0,convex,28.900
0.95,25.0,10.0,convex,28.700
0.95,3.75,10.0,convex,59.450
0.95,5.0,10.0,convex,50.450
0.95,6.25,10.0,convex,45.400
0.95,7.5,10.0,convex,41.050
0.95,8.75,10.0,convex,39.500
1.0,0.0,10.0,convex,NAN
1.0,1.25,10.0,convex,90.750
1.0,10.0,10.0,convex,33.700
1.0,11.25,10.0,convex,31.800
1.0,12.5,10.0,convex,31.300
1.0,13.75,10.0,convex,30.600
1.0,15.0,10.0,convex,29.700
1.0,16.25,10.0,convex,28.400
1.0,17.5,10.0,convex,28.450
1.0,18.75,10.0,convex,28.350
1.0,2.5,10.0,convex,59.600
1.0,20.0,10.0,convex,27.650
1.0,21.25,10.0,convex,27.300
1.0,22.5,10.0,convex,26.800
1.0,23.75,10.0,convex,26.200
1.0,25.0,10.0,convex,26.450
1.0,3.75,10.0,convex,49.000
1.0,5.0,10.0,convex,42.900
1.0,6.25,10.0,convex,38.700
1.0,7.5,10.0,convex,36.900
1.0,8.75,10.0,convex,34.750
0.0,0.0,10.0,linear,NAN
0.0,0.75,10.0,linear,NAN
0.0,1.5,10.0,linear,NAN
0.0,10.5,10.0,linear,NAN
0.0,11.25,10.0,linear,NAN
0.0,12.0,10.0,linear,NAN
0.0,12.75,10.0,linear,NAN
0.0,13.5,10.0,linear,NAN
0.0,14.25,10.0,linear,256.533
0.0,15.0,10.0,linear,116.700
0.0,2.25,10.0,linear,NAN
0.0,3.0,10.0,linear,NAN
0.0,3.75,10.0,linear,NAN
0.0,4.5,10.0,linear,NAN
0.0,5.25,10.0,linear,NAN
0.0,6.0,10.0,linear,NAN
0.0,6.75,10.0,linear,NAN
0.0,7.5,10.0,linear,NAN
0.0,8.25,10.0,linear,NAN
0.0,9.0,10.0,linear,NAN
0.0,9.75,10.0,linear,NAN
0.05,0.0,10.0,linear,NAN
0.05,0.75,10.0,linear,NAN
0.05,1.5,10.0,linear,NAN
0.05,10.5,10.0,linear,NAN
0.05,11.25,10.0,linear,NAN
0.05,12.0,10.0,linear,NAN
0.05,12.75,10.0,linear,NAN
0.05,13.5,10.0,linear,272.583
0.05,14.25,10.0,linear,119.900
0.05,15.0,10.0,linear,89.550
0.05,2.25,10.0,linear,NAN
0.05,3.0,10.0,linear,NAN
0.05,3.75,10.0,linear,NAN
0.05,4.5,10.0,linear,NAN
0.05,5.25,10.0,linear,NAN
0.05,6.0,10.0,linear,NAN
0.05,6.75,10.0,linear,NAN
0.05,7.5,10.0,linear,NAN
0.05,8.25,10.0,linear,NAN
0.05,9.0,10.0,linear,NAN
0.05,9.75,10.0,linear,NAN
0.1,0.0,10.0,linear,NAN
0.1,0.75,10.0,linear,NAN
0.1,1.5,10.0,linear,NAN
0.1,10.5,10.0,linear,NAN
0.1,11.25,10.0,linear,NAN
0.1,12.0,10.0,linear,NAN
0.1,12.75,10.0,linear,281.222
0.1,13.5,10.0,linear,118.550
0.1,14.25,10.0,linear,89.350
0.1,15.0,10.0,linear,76.300
0.1,2.25,10.0,linear,NAN
0.1,3.0,10.0,linear,NAN
0.1,3.75,10.0,linear,NAN
0.1,4.5,10.0,linear,NAN
0.1,5.25,10.0,linear,NAN
0.1,6.0,10.0,linear,NAN
0.1,6.75,10.0,linear,NAN
0.1,7.5,10.0,linear,NAN
0.1,8.25,10.0,linear,NAN
0.1,9.0,10.0,linear,NAN
0.1,9.75,10.0,linear,NAN
0.15,0.0,10.0,linear,NAN
0.15,0.75,10.0,linear,NAN
0.15,1.5,10.0,linear,NAN
0.15,10.5,10.0,linear,NAN
0.15,11.25,10.0,linear,NAN
0.15,12.0,10.0,linear,288.000
0.15,12.75,10.0,linear,119.650
0.15,13.5,10.0,linear,89.800
0.15,14.25,10.0,linear,75.250
0.15,15.0,10.0,linear,65.950
0.15,2.25,10.0,linear,NAN
0.15,3.0,10.0,linear,NAN
0.15,3.75,10.0,linear,NAN
0.15,4.5,10.0,linear,NAN
0.15,5.25,10.0,linear,NAN
0.15,6.0,10.0,linear,NAN
0.15,6.75,10.0,linear,NAN
0.15,7.5,10.0,linear,NAN
0.15,8.25,10.0,linear,NAN
0.15,9.0,10.0,linear,NAN
0.15,9.75,10.0,linear,NAN
0.2,0.0,10.0,linear,NAN
0.2,0.75,10.0,linear,NAN
0.2,1.5,10.0,linear,NAN
0.2,10.5,10.0,linear,NAN
0.2,11.25,10.0,linear,NAN
0.2,12.0,10.0,linear,121.900
0.2,12.75,10.0,linear,89.100
0.2,13.5,10.0,linear,73.900
0.2,14.25,10.0,linear,65.700
0.2,15.0,10.0,linear,60.650
0.2,2.25,10.0,linear,NAN
0.2,3.0,10.0,linear,NAN
0.2,3.75,10.0,linear,NAN
0.2,4.5,10.0,linear,NAN
0.2,5.25,10.0,linear,NAN
0.2,6.0,10.0,linear,NAN
0.2,6.75,10.0,linear,NAN
0.2,7.5,10.0,linear,NAN
0.2,8.25,10.0,linear,NAN
0.2,9.0,10.0,linear,NAN
0.2,9.75,10.0,linear,NAN
0.25,0.0,10.0,linear,NAN
0.25,0.75,10.0,linear,NAN
0.25,1.5,10.0,linear,NAN
0.25,10.5,10.0,linear,NAN
0.25,11.25,10.0,linear,123.900
0.25,12.0,10.0,linear,87.950
0.25,12.75,10.0,linear,73.600
0.25,13.5,10.0,linear,65.050
0.25,14.25,10.0,linear,60.100
0.25,15.0,10.0,linear,55.950
0.25,2.25,10.0,linear,NAN
0.25,3.0,10.0,linear,NAN
0.25,3.75,10.0,linear,NAN
0.25,4.5,10.0,linear,NAN
0.25,5.25,10.0,linear,NAN
0.25,6.0,10.0,linear,NAN
0.25,6.75,10.0,linear,NAN
0.25,7.5,10.0,linear,NAN
0.25,8.25,10.0,linear,NAN
0.25,9.0,10.0,linear,NAN
0.25,9.75,10.0,linear,NAN
0.3,0.0,10.0,linear,NAN
0.3,0.75,10.0,linear,NAN
0.3,1.5,10.0,linear,NAN
0.3,10.5,10.0,linear,123.100
0.3,11.25,10.0,linear,88.900
0.3,12.0,10.0,linear,74.050
0.3,12.75,10.0,linear,66.000
0.3,13.5,10.0,linear,60.500
0.3,14.25,10.0,linear,55.400
0.3,15.0,10.0,linear,52.650
0.3,2.25,10.0,linear,NAN
0.3,3.0,10.0,linear,NAN
0.3,3.75,10.0,linear,NAN
0.3,4.5,10.0,linear,NAN
0.3,5.25,10.0,linear,NAN
0.3,6.0,10.0,linear,NAN
0.3,6.75,10.0,linear,NAN
0.3,7.5,10.0,linear,NAN
0.3,8.25,10.0,linear,NAN
0.3,9.0,10.0,linear,NAN
0.3,9.75,10.0,linear,NAN
0.35,0.0,10.0,linear,NAN
0.35,0.75,10.0,linear,NAN
0.35,1.5,10.0,linear,NAN
0.35,10.5,10.0,linear,88.100
0.35,11.25,10.0,linear,73.000
0.35,12.0,10.0,linear,64.450
0.35,12.75,10.0,linear,59.500
0.35,13.5,10.0,linear,55.250
0.35,14.25,10.0,linear,51.400
0.35,15.0,10.0,linear,49.250
0.35,2.25,10.0,linear,NAN
0.35,3.0,10.0,linear,NAN
0.35,3.75,10.0,linear,NAN
0.35,4.5,10.0,linear,NAN
0.35,5.25,10.0,linear,NAN
0.35,6.0,10.0,linear,NAN
0.35,6.75,10.0,linear,NAN
0.35,7.5,10.0,linear,NAN
0.35,8.25,10.0,linear,NAN
0.35,9.0,10.0,linear,NAN
0.35,9.75,10.0,linear,127.100
0.4,0.0,10.0,linear,NAN
0.4,0.75,10.0,linear,NAN
0.4,1.5,10.0,linear,NAN
0.4,10.5,10.0,linear,72.300
0.4,11.25,10.0,linear,63.950
0.4,12.0,10.0,linear,58.200
0.4,12.75,10.0,linear,54.700
0.4,13.5,10.0,linear,51.800
0.4,14.25,10.0,linear,48.350
0.4,15.0,10.0,linear,46.950
0.4,2.25,10.0,linear,NAN
0.4,3.0,10.0,linear,NAN
0.4,3.75,10.0,linear,NAN
0.4,4.5,10.0,linear,NAN
0.4,5.25,10.0,linear,NAN
0.4,6.0,10.0,linear,NAN
0.4,6.75,10.0,linear,NAN
0.4,7.5,10.0,linear,NAN
0.4,8.25,10.0,linear,NAN
0.4,9.0,10.0,linear,128.000
0.4,9.75,10.0,linear,87.950
0.45,0.0,10.0,linear,NAN
0.45,0.75,10.0,linear,NAN
0.45,1.5,10.0,linear,NAN
0.45,10.5,10.0,linear,62.950
0.45,11.25,10.0,linear,57.900
0.45,12.0,10.0,linear,53.400
0.45,12.75,10.0,linear,50.550
0.45,13.5,10.0,linear,47.900
0.45,14.25,10.0,linear,46.550
0.45,15.0,10.0,linear,44.550
0.45,2.25,10.0,linear,NAN
0.45,3.0,10.0,linear,NAN
0.45,3.75,10.0,linear,NAN
0.45,4.5,10.0,linear,NAN
0.45,5.25,10.0,linear,NAN
0.45,6.0,10.0,linear,NAN
0.45,6.75,10.0,linear,NAN
0.45,7.5,10.0,linear,NAN
0.45,8.25,10.0,linear,132.400
0.45,9.0,10.0,linear,87.950
0.45,9.75,10.0,linear,72.550
0.5,0.0,10.0,linear,NAN
0.5,0.75,10.0,linear,NAN
0.5,1.5,10.0,linear,NAN
0.5,10.5,10.0,linear,56.800
0.5,11.25,10.0,linear,52.900
0.5,12.0,10.0,linear,50.100
0.5,12.75,10.0,linear,47.500
0.5,13.5,10.0,linear,45.000
0.5,14.25,10.0,linear,44.100
0.5,15.0,10.0,linear,42.100
0.5,2.25,10.0,linear,NAN
0.5,3.0,10.0,linear,NAN
0.5,3.75,10.0,linear,NAN
0.5,4.5,10.0,linear,NAN
0.5,5.25,10.0,linear,NAN
0.5,6.0,10.0,linear,NAN
0.5,6.75,10.0,linear,NAN
0.5,7.5,10.0,linear,135.600
0.5,8.25,10.0,linear,87.250
0.5,9.0,10.0,linear,71.700
0.5,9.75,10.0,linear,62.300
0.55,0.0,10.0,linear,NAN
0.55,0.75,10.0,linear,NAN
0.55,1.5,10.0,linear,NAN
0.55,10.5,10.0,linear,51.850
0.55,11.25,10.0,linear,48.650
0.55,12.0,10.0,linear,47.500
0.55,12.75,10.0,linear,45.050
0.55,13.5,10.0,linear,43.200
0.55,14.25,10.0,linear,42.000
0.55,15.0,10.0,linear,40.750
0.55,2.25,10.0,linear,NAN
0.55,3.0,10.0,linear,NAN
0.55,3.75,10.0,linear,NAN
0.55,4.5,10.0,linear,NAN
0.55,5.25,10.0,linear,NAN
0.55,6.0,10.0,linear,NAN
0.55,6.75,10.0,linear,140.200
0.55,7.5,10.0,linear,86.350
0.55,8.25,10.0,linear,70.900
0.55,9.0,10.0,linear,61.700
0.55,9.75,10.0,linear,56.600
0.6,0.0,10.0,linear,NAN
0.6,0.75,10.0,linear,NAN
0.6,1.5,10.0,linear,NAN
0.6,10.5,10.0,linear,49.150
0.6,11.25,10.0,linear,46.100
0.6,12.0,10.0,linear,43.800
0.6,12.75,10.0,linear,43.250
0.6,13.5,10.0,linear,41.150
0.6,14.25,10.0,linear,40.700
0.6,15.0,10.0,linear,39.550
0.6,2.25,10.0,linear,NAN
0.6,3.0,10.0,linear,NAN
0.6,3.75,10.0,linear,NAN
0.6,4.5,10.0,linear,NAN
0.6,5.25,10.0,linear,NAN
0.6,6.0,10.0,linear,140.100
0.6,6.75,10.0,linear,86.950
0.6,7.5,10.0,linear,70.200
0.6,8.25,10.0,linear,60.350
0.6,9.0,10.0,linear,55.850
0.6,9.75,10.0,linear,51.900
0.65,0.0,10.0,linear,NAN
0.65,0.75,10.0,linear,NAN
0.65,1.5,10.0,linear,NAN
0.65,10.5,10.0,linear,45.300
0.65,11.25,10.0,linear,43.100
0.65,12.0,10.0,linear,42.050
0.65,12.75,10.0,linear,40.150
0.65,13.5,10.0,linear,39.250
0.65,14.25,10.0,linear,38.050
0.65,15.0,10.0,linear,37.300
0.65,2.25,10.0,linear,NAN
0.65,3.0,10.0,linear,NAN
0.65,3.75,10.0,linear,NAN
0.65,4.5,10.0,linear,NAN
0.65,5.25,10.0,linear,144.550
0.65,6.0,10.0,linear,85.850
0.65,6.75,10.0,linear,69.650
0.65,7.5,10.0,linear,60.700
0.65,8.25,10.0,linear,54.350
0.65,9.0,10.0,linear,50.900
0.65,9.75,10.0,linear,47.600
0.7,0.0,10.0,linear,NAN
0.7,0.75,10.0,linear,NAN
0.7,1.5,10.0,linear,NAN
0.7,10.5,10.0,linear,42.650
0.7,11.25,10.0,linear,41.400
0.7,12.0,10.0,linear,40.000
0.7,12.75,10.0,linear,38.300
0.7,13.5,10.0,linear,37.700
0.7,14.25,10.0,linear,36.800
0.7,15.0,10.0,linear,36.450
0.7,2.25,10.0,linear,NAN
0.7,3.0,10.0,linear,NAN
0.7,3.75,10.0,linear,NAN
0.7,4.5,10.0,linear,153.850
0.7,5.25,10.0,linear,85.950
0.7,6.0,10.0,linear,67.750
0.7,6.75,10.0,linear,59.800
0.7,7.5,10.0,linear,54.300
0.7,8.25,10.0,linear,49.250
0.7,9.0,10.0,linear,47.100
0.7,9.75,10.0,linear,44.200
0.75,0.0,10.0,linear,NAN
0.75,0.75,10.0,linear,NAN
0.75,1.5,10.0,linear,NAN
0.75,10.5,10.0,linear,39.650
0.75,11.25,10.0,linear,39.000
0.75,12.0,10.0,linear,38.000
0.75,12.75,10.0,linear,37.050
0.75,13.5,10.0,linear,36.500
0.75,14.25,10.0,linear,35.150
0.75,15.0,10.0,linear,34.050
0.75,2.25,10.0,linear,NAN
0.75,3.0,10.0,linear,NAN
0.75,3.75,10.0,linear,156.350
0.75,4.5,10.0,linear,85.900
0.75,5.25,10.0,linear,67.150
0.75,6.0,10.0,linear,58.900
0.75,6.75,10.0,linear,52.700
0.75,7.5,10.0,linear,48.500
0.75,8.25,10.0,linear,45.900
0.75,9.0,10.0,linear,43.500
0.75,9.75,10.0,linear,41.750
0.8,0.0,10.0,linear,NAN
0.8,0.75,10.0,linear,NAN
0.8,1.5,10.0,linear,NAN
0.8,10.5,10.0,linear,37.800
0.8,11.25,10.0,linear,36.650
0.8,12.0,10.0,linear,36.050
0.8,12.75,10.0,linear,35.000
0.8,13.5,10.0,linear,34.700
0.8,14.25,10.0,linear,33.400
0.8,15.0,10.0,linear,33.000
0.8,2.25,10.0,linear,NAN
0.8,3.0,10.0,linear,175.850
0.8,3.75,10.0,linear,85.600
0.8,4.5,10.0,linear,66.350
0.8,5.25,10.0,linear,57.400
0.8,6.0,10.0,linear,51.600
0.8,6.75,10.0,linear,48.100
0.8,7.5,10.0,linear,44.800
0.8,8.25,10.0,linear,42.250
0.8,9.0,10.0,linear,40.550
0.8,9.75,10.0,linear,39.600
0.85,0.0,10.0,linear,NAN
0.85,0.75,10.0,linear,NAN
0.85,1.5,10.0,linear,NAN
0.85,10.5,10.0,linear,36.250
0.85,11.25,10.0,linear,35.200
0.85,12.0,10.0,linear,34.700
0.85,12.75,10.0,linear,34.350
0.85,13.5,10.0,linear,33.000
0.85,14.25,10.0,linear,32.300
0.85,15.0,10.0,linear,32.350
0.85,2.25,10.0,linear,195.650
0.85,3.0,10.0,linear,85.800
0.85,3.75,10.0,linear,65.550
0.85,4.5,10.0,linear,56.250
0.85,5.25,10.0,linear,50.550
0.85,6.0,10.0,linear,47.200
0.85,6.75,10.0,linear,43.500
0.85,7.5,10.0,linear,41.700
0.85,8.25,10.0,linear,40.250
0.85,9.0,10.0,linear,38.750
0.85,9.75,10.0,linear,36.900
0.9,0.0,10.0,linear,NAN
0.9,0.75,10.0,linear,NAN
0.9,1.5,10.0,linear,249.526
0.9,10.5,10.0,linear,34.550
0.9,11.25,10.0,linear,33.300
0.9,12.0,10.0,linear,33.400
0.9,12.75,10.0,linear,32.000
0.9,13.5,10.0,linear,31.900
0.9,14.25,10.0,linear,31.500
0.9,15.0,10.0,linear,30.850
0.9,2.25,10.0,linear,87.650
0.9,3.0,10.0,linear,65.350
0.9,3.75,10.0,linear,56.800
0.9,4.5,10.0,linear,49.300
0.9,5.25,10.0,linear,45.650
0.9,6.0,10.0,linear,42.900
0.9,6.75,10.0,linear,40.200
0.9,7.5,10.0,linear,39.300
0.9,8.25,10.0,linear,37.600
0.9,9.0,10.0,linear,35.850
0.9,9.75,10.0,linear,35.500
0.95,0.0,10.0,linear,NAN
0.95,0.75,10.0,linear,292.250
0.95,1.5,10.0,linear,90.650
0.95,10.5,10.0,linear,32.350
0.95,11.25,10.0,linear,31.600
0.95,12.0,10.0,linear,31.050
0.95,12.75,10.0,linear,30.700
0.95,13.5,10.0,linear,30.650
0.95,14.25,10.0,linear,29.300
0.95,15.0,10.0,linear,29.350
0.95,2.25,10.0,linear,65.550
0.95,3.0,10.0,linear,54.600
0.95,3.75,10.0,linear,48.550
0.95,4.5,10.0,linear,44.250
0.95,5.25,10.0,linear,41.050
0.95,6.0,10.0,linear,38.800
0.95,6.75,10.0,linear,37.500
0.95,7.5,10.0,linear,35.750
0.95,8.25,10.0,linear,35.050
0.95,9.0,10.0,linear,33.700
0.95,9.75,10.0,linear,33.000
1.0,0.0,10.0,linear,NAN
1.0,0.75,10.0,linear,103.900
1.0,1.5,10.0,linear,66.200
1.0,10.5,10.0,linear,29.400
1.0,11.25,10.0,linear,29.150
1.0,12.0,10.0,linear,28.200
1.0,12.75,10.0,linear,27.600
1.0,13.5,10.0,linear,27.100
1.0,14.25,10.0,linear,27.100
1.0,15.0,10.0,linear,26.800
1.0,2.25,10.0,linear,53.000
1.0,3.0,10.0,linear,46.150
1.0,3.75,10.0,linear,41.850
1.0,4.5,10.0,linear,38.500
1.0,5.25,10.0,linear,36.800
1.0,6.0,10.0,linear,34.800
1.0,6.75,10.0,linear,33.200
1.0,7.5,10.0,linear,32.150
1.0,8.25,10.0,linear,31.800
1.0,9.0,10.0,linear,30.750
1.0,9.75,10.0,linear,30.250
